;ABERFORTH_DUMBLEDORE;ADALBART_SCHWAHFEL;NYMPHADORA_TONKS;ADRIAN_PUCEY;AGATHA_TIMMS;AGNES;AIDAN_LYNCH;ALASTOR_MOODY;ALBERICH_GRUNNION;ALBERT_RUNCORN;ALBUS_POTTER;ALBUS_DUMBLEDORE;ARCHIBALD_ALDERTON;ALECTO_CARROW;ALEXEI_LEWSKI;REGINALD_CATTERMOLE;ALFRED_CATTERMOLE;ALGIE_LONGBOTTOM;ALICE_LONGBOTTOM;ALICIA_SPINNET;ALIE_BADEEA;ALPHARD_BLACK;AMELIA_BONES;AMY_BENSON;AMYCUS_CARROW;ANDREW_KIRKE;ANDROMEDA_TONKS;ANGELINA_JOHNSON;ANTHONY_GOLDSTEIN;ANTIGONE_BUNGS;ANTONIN_DOLOHOW;APOLLYON_PRINGLE;ARABELLA_FIGG;ARAMINTA_BLACK;ARGUS_FILCH;ARIANA_DUMBLEDORE;ARKIE_ALDERTON;ARKIE_PHILPOTT;ARMANDO_DIPPET;ARNOLD_FRIEDLICH;ARTHUR_WEASLEY;BERTRAM_AUBREY;AUGUSTA_LONGBOTTOM;AUGUSTA_ROOKWOOD;AURORA_SINISTRA;AVERY_JR;AVERY_SR;RUPERT_BROOKSTANTON;MALCOLM_BADDOCK;LUDO_BAGMAN;MILLICENT_BAGNOLD;BATHILDA_BAGSHOT;BARTEMIUS_CROUCH_SR;BARTEMIUS_CROUCH_JR;BARNABAS_THE_BARMY;BARNEY_WEASLEY;THE_BLOODY_BARRON;BARRY_TROTTER;HETTY_BAYLISS;MARCUS_BELBY;KATIE_BELL;BELLATRIX_LESTRANGE;BENJY_FENWICK;BERNIE_PILLSWORTH;BERTHA_JORKINS;BERTIE_BOTT;BETTY_BRAITHWAITE;BILL_WEASLEY;BLAISE_ZABINI;MILES_BLETCHLEY;BOB_OGDEN;MELINDA_BOBBIN;BRODERICK_BODE;LUCIAN_BOLE;PIERRE_BONACCORD;LIBATIUS_BORAGE;MR_BORGIN;BORIS_THE_BEWILDERED;BOWMAN_WRIGHT;DAVID_BRADLEY;BRIAN_GAGWILDE;LAVENDER_BROWN;FRANK_BRYCE;MILICENT_BULSTRODE;CHARITY_BURBAGE;BELVINA_BURKE;EURIG_CADWALLADER;EDDIE_CARMICHAEL;CASSANDRA_TRELAWNEY;CASSIUS_WARRINGTON;CEDRIC_DIGGORY;CELECTSTINA_WARBECK;CHO_CHANG;CHARLIE_WEASLY;HERBERT_CHORLEY;CHUDLEY_CANNONS;CICERON_HARKISS;COLIN_CREEVEY;RITCHIE_COOTE;CORBAN_YAXLEY;CORMAC_MCLAGGEN;CORNELIUS_FUDGE;VINCENT_CRABBE;DIRK_CRESSWELL;DORIS_CROCKFORD;CUTHBERT_BINNS;HECTOR_DAGWORTH-GRANGER;DAMOCLES_BELBY;DAPHNE_GREENGRAS;DAVEY_GUDGEON;ROGER_DAVIES;DEAN_THOMAS;FLEUR_DELACOUR;PATRICK_DELANEY_PODMORE;DEMELZA_ROBINS;DENNIS_CREEVEY;PEREGRINE_DERRICK;DILYS_DERWENT;DRAGOMIR_DESPARD;DEXTER_FORTESCUE;DUDLEY_DURSLEY;DEDALUS_DIGGEL;IVOR_DILLONSBY;VASILY_DIMITROW;HAROLD_DINGLE;ELPHIAS_DODGE;DOLORES_UMBRIDGE;DORCAS_MEADOWES;DORIS_PURKISS;DRACO_MALFOY;DRAGOMIR_GORGOVITCH;MARIETTE_EDGECOMBE;EDWARD_LUPIN;EGBERT_THE_EGREGIOUS;EILEEN_PRINCE;ELDRED_WORPLE;ELEANOR_BRANSTONE;ELFRIDA_CLAGG;ELLADORA_BLACK;ELLIE_CATTERMOLE;ELOISE_MIDGEN;EMERIC_THE_EVIL;EMMELIE_VANCE;ENID_SMEEK;ERIC_MUNCH;ERNEST_PRANG;ERNIE_MACMILAN;EVAN_ROSIER;PROF_EVERARD;FABIAN_PREWETT;FAWKES;FENRIR_GREYBACK;DR_FILIBUSTER;FILIUS_FLITWICK;ORRTIZ_OFLAHERTY;MUNDUNGUS_FLETCHER;FLOREAN_FORTESCUE;FLORENCE_QUILEY;FRED_WEASLEY;FIRENZE;GABRIEL_GALE;GABRIELLE_DELACOUR;GALATEA_MERRYTHOUGHT;GARRICK_OLLIVANDER;MEROPE_GAUNT;GAWAIN_ROBARDS;GELLERT_GRINDELWALD;GEOFFREY_HOOPER;GEORGE_WEASLEY;GEORGI_ZDRAVKO;GIDEON_PREWETT;GILDEROY_LOCKHART;WILBERT_GIMPEL;GINNY_WEASLEY;GISELDA_MARCHBANKS;GLADYS_GUDGEON;GODRIC_GRYFFINDOR;GRAWP;GREGORY_GOYLE;GRAHAM_MONTAGUE;HERMINE_GRANGER;MYKEW_GREGOROWITSCH;GRIPHOOK;GRISELDA_MARCHBANKS;RUBEUS_HAGRID;HADRIAN_POTTER;HANNAH_ABBOTT;HARRY_POTTER;HARVEY_RIDGEBIT;HASSAN_MOSTAFA;HELENA_RAVENCLAW;HELGA_HUFFLEPUFF;HEPZIBAH_SMITH;HERBERT_BEERY;HESTIA_JONES;HORACE_SLUGHORN;OLIVE_HORNBY;HUGO_GRANGER-WEASLEY;HUMPHREY_BELCHER;IGNATIUS_PREWETT;IGNOTUS_PEVERELL;IGOR_KARKAROFF;IRMA_PRINCE;JACK_SLOPER;JAMES_POTTER;JANE_COURT;JIMMY_PEAKES;JOEY_JENKINS;JOHN_DAWLISH;JUSTIN_FINCH-FLETCHLEY;KASSANDRA_WABLATSCHKI;KENDRA_DUMBLEDORE;KENNETH_TOWLER;KENNETH_BRANAH;KINGSLEY_SHACKLEBOLT;KNUTBERT_MOCKRIDGE;KRAETZE;KRUMMBEIN;LADISLAW_ZAMOJSKI;LAURA_MADLEY;LEANNE;LEE_JORDAN;LILY_POTTER;LISA_TURPIN;LIVIUS;LOXIAS;LOUIS_WEASLEY;LUCIUS_MALFOY;LUCY_WEASLEY;LUNA_LOVEGOOD;MAFALDA_HOPFKIRCH;MAGDALENA_DURSLEY;MAGORIAN;MALKIN;MANDY_BROCKLEHURST;MARIETTA_EDGECOMBE;MARIUS_BLACK;MARLENE_MCKINNON;MARTIN_BECCLES;MARY_CATTERMOLE;MARY_MACDONALD;MYRTE;MAXINE_OFLAHERTY;MICHAEL_CORNER;MINERVA_MCGONAGALL;MIRIAM_STROUT;MISS_FAWCETT;MOLLY_WEASLEY;MORAG_MACDOUGAL;MORFIN_GAUNT;MORGANA;MR_BURKE;MR_OBLANSK;MRS_NORRIS;MULLET;MURIEL;NAGINI;NARZISSA_MALFOY;NEVILLE_LONGBOTTOM;FAST_KOPFLOSER_NICK;NICOLAS_FLAMEL;NORBERT;OLIVER_WOOD;OLYMPE_MAXIME;OSWALD_BEAMISH;OWEN_CLAUDWELL;PADMA_PATIL;PANSY_PARKINSON;PARVATI_PATIL;PATRICIA_STIMPSON;PEEVES;PENELOPE_CLEARWATER;PERCY_WEASLEY;PERKINS;PETER_PETTIGREW;PETUNIA_DURSLEY;PHINEAS_BLACK;PHINEAS_NIGELLUS_BLACK;PIERS_POLKISS;PIDWIDGEON;PIUS_TICKNESSE;POLIAKOFF;POMONA_SPROUT;POPPY_POMFREY;QUIGLEY;QUIRINIUS_QUIRELL;RABASTAN_LESTRANGE;REGULUS_BLACK;REMUS_LUPIN;RITA_KIMMKORN;RODDY_PONTNER;RODOLPHUS_LESTRANGE;ROMILDA_VANE;ROMULUS_LUPIN;RON_WEALSEY;RONAN;ROSE_GRANGER_WEASLEY;ROSE_ZELLER;ROSIE_WEALSEY;ROSMERTA;ROVENA_RAVENCLAW;RUBY;RUFUS_SCRIMGEOUR;SALAZAR_SLYTHERIN;SANGUINI;SAVAGE;SCABIOR;SCORPIUS_MALFOY;SEAMUS_FINNIGAN;SEIDENSCHNABEL;SELWYN;SEVERUS_SNAPE;SIRIUS_BLACK;STANLEY_SHUNPIKE;STEWART_ACKERLEY;STURGIS_PODMORE;SUMMBERBY;SUSAN_BONES;SYBILL_TRELAWNEY;TERENCE_HIGGS;TERRY_BOOT;THEODOR_NOTT;THORFINN_ROWLE;TIBBLES;TOFTY;TRAVERS;TREVOR;TROY;URQUHART;VAISEY;VERNON_DURSLEY;VERONICA_SMETHLEY;VICKY_FROBISHER;VIKTOR_KRUM;VINDICTUS_VIRIDIAN;VOLDEMORT;WAKANDA;WALDEN_MACNAIR;WILHELMINA_RAUE-PRITSCHE;WILKES;WILKIE_TWYCROSS;WILLY_WIDDERSHINS;WINKY;XENOPHILIUS_LOVEGOOD;ZACHARIAS_SMITH;DOBBY;HEDWIG;CORNELIUS_AGRIPPA
GINNY_WEASLEY;28;0;3;26;0;0;0;60;0;4;10;857;0;30;0;0;0;0;76;51;0;0;51;297;23;12;388;203;32;0;10;0;1;0;35;23;0;0;1;11;619;0;8;0;1;0;23;0;56;5;22;1;4;0;0;1;6;0;0;2;159;178;0;0;0;4;1;557;1329;13;1;6;0;0;0;0;2;2;0;4;4;466;31;9;2;0;0;1;1;8;70;6;261;534;0;11;0;138;11;15;73;14;56;0;1;13;0;1;143;0;21;601;474;0;105;50;2;0;2;0;115;2;0;0;0;2;102;1;0;3702;0;0;193;0;1;0;0;0;0;3;1;0;3;0;0;0;40;14;1;7;31;19;0;35;0;47;18;0;1378;3;1;58;0;20;18;8;10;8;1605;1;6;55;0;0;1;0;49;2;55;11;11504;1;2;0;220;1;269;16303;1;0;5;10;0;0;12;79;0;37;0;0;0;2;21;6;605;11;20;1;26;20;0;0;0;0;224;0;5;52;0;31;11;167;738;32;0;0;13;225;27;2038;0;0;6;17;14;5;0;3;2;0;50;20;0;148;484;0;0;1387;2;0;8;0;0;8;0;50;24;162;1738;6;3;1;156;4;1;0;85;787;233;0;14;7;490;2;55;58;2;2;1;9;1;0;16;203;0;3;14;6;503;22;0;36;32;0;7067;0;121;3;2;11;0;45;11;22;2;0;7;139;359;9;1;1221;549;3;0;1;0;61;12;1;25;114;6;0;0;5;2;0;3;4;25;0;5;96;0;659;0;1;6;2;0;0;8;7;51;36;28;0
GISELDA_MARCHBANKS;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLADYS_GUDGEON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GODRIC_GRYFFINDOR;0;0;1;6;0;0;2;2;0;0;0;124;0;1;0;0;0;0;6;0;0;0;1;0;0;2;8;1;0;0;0;0;1;0;1;4;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;17;1;0;0;0;1;0;0;0;0;14;0;0;0;0;0;4;5;0;0;5;0;0;0;0;0;0;1;0;1;4;4;0;0;0;0;0;2;0;5;0;2;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;5;0;0;31;0;0;0;2;0;0;0;0;3;0;0;0;0;1;3;3;0;67;0;0;1;0;2;0;1;0;0;0;0;0;2;0;0;0;0;6;1;13;9;7;0;1;0;0;0;0;6;0;0;0;0;2;3;0;18;0;4;0;6;0;0;49;0;0;0;1;0;0;83;1;3;0;3;1;3;476;2;0;10;170;1;0;2;0;0;3;0;1;2;2;0;0;122;1;2;0;6;0;0;3;0;0;3;0;0;0;0;2;0;3;97;0;0;0;2;28;2;4;0;0;0;2;0;0;3;1;2;0;4;0;0;3;12;0;0;7;0;0;5;0;0;0;0;0;10;10;8;0;2;0;2;1;2;0;0;3;0;0;1;2;3;0;22;5;0;0;0;0;0;0;0;0;0;0;6;3;53;1;0;4;0;0;46;0;5;0;0;0;1;0;1;548;0;0;0;3;3;0;0;137;86;0;0;2;0;4;1;0;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;196;0;1;0;0;0;0;0;4;2;2;0;0
GRAWP;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;26;0;0;0;50;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
GREGORY_GOYLE;1;0;0;13;0;0;0;24;0;6;0;25;0;5;0;1;0;0;13;3;0;0;5;7;4;1;9;4;7;0;11;0;2;0;4;1;0;0;2;0;2;1;2;6;0;0;39;0;0;1;79;0;1;0;0;0;3;0;0;1;6;20;0;3;0;1;0;1;507;8;2;0;0;2;0;0;0;0;0;0;1;18;3;37;1;1;0;1;0;3;2;0;7;0;0;0;0;5;0;20;5;1;2266;0;0;4;1;0;116;0;1;41;2;0;3;1;1;1;0;0;12;0;0;0;0;0;14;0;0;1257;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;16;0;15;0;7;0;2;1;0;12;1;0;0;0;0;0;0;1;0;16;0;1;3;0;55;0;0;0;0;0;10;221;0;0;0;15;1;10;453;2;0;3;0;0;1;1;10;0;0;0;1;0;3;0;1;8;0;0;1;5;4;0;0;0;0;2;0;2;0;0;0;0;2;18;0;0;0;6;68;0;26;1;0;0;0;0;1;0;2;0;0;4;1;0;4;31;0;0;1;0;0;1;0;0;0;0;0;7;18;83;3;0;0;2;1;2;0;17;442;25;0;2;0;5;0;9;2;0;1;0;0;1;0;5;7;0;10;7;4;14;5;0;25;2;0;151;0;3;0;0;0;0;0;0;3;0;0;1;13;49;4;8;139;18;2;0;1;0;11;0;3;3;259;5;0;1;7;0;0;4;4;1;0;0;4;0;57;0;22;0;6;0;0;1;0;2;2;4;0
GRAHAM_MONTAGUE;0;0;1;232;0;0;0;14;0;6;0;40;0;0;0;0;0;0;0;34;0;0;1;0;1;1;7;19;1;0;5;0;0;0;2;0;0;0;0;0;3;0;0;40;0;0;4;0;0;1;0;0;11;0;0;0;0;0;0;0;181;6;0;0;0;1;0;2;33;84;0;0;0;12;0;0;3;0;0;0;0;2;0;0;0;4;0;0;0;66;11;0;3;5;0;0;0;1;0;8;3;3;9;0;0;1;0;0;24;0;20;4;3;0;1;0;7;0;0;0;1;0;0;0;0;0;10;0;0;253;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;29;0;30;0;0;0;0;55;0;0;0;0;1;0;1;5;0;41;0;0;15;0;11;0;0;0;0;10;0;252;0;0;0;2;0;0;106;0;0;0;0;0;0;0;1;0;0;0;0;0;7;2;0;3;2;0;0;3;0;0;0;0;0;7;0;0;0;0;0;0;14;5;0;0;0;0;230;0;10;0;0;0;0;0;0;0;2;0;0;2;1;1;0;65;0;0;2;0;0;6;0;0;0;0;0;3;42;14;0;0;1;49;0;0;0;5;18;1;0;1;0;6;0;3;0;1;0;0;0;0;0;1;14;0;1;2;4;28;3;0;8;0;0;20;0;0;4;0;0;0;1;3;10;1;1;0;4;6;0;6;479;4;0;0;0;0;1;1;5;1;21;3;0;0;0;0;0;9;1;0;0;0;1;0;54;0;8;0;0;0;0;0;0;0;0;0;0
HERMINE_GRANGER;83;4;12;139;2;15;0;174;0;19;6;2692;0;27;0;8;14;2;155;107;0;12;277;107;23;22;619;308;105;2;1088;2;2;0;128;133;0;0;7;7;612;0;11;74;40;0;277;0;35;12;151;15;156;3;0;4;8;0;0;4;197;1830;11;5;1;10;9;583;2701;14;16;65;1;4;0;2;18;2;0;7;20;1047;47;58;9;12;0;2;3;43;178;0;330;446;0;17;0;53;4;101;290;76;183;0;3;77;7;1;731;0;36;612;561;1;32;40;11;3;1;0;247;9;0;0;0;10;385;13;0;23788;0;16;235;0;11;4;4;0;2;0;8;2;15;0;0;0;106;37;0;18;30;257;1;273;0;87;38;0;1564;24;0;57;6;64;18;11;131;12;2192;1;27;124;0;11504;2;0;83;26;221;252;0;3;32;0;1000;8;511;31494;3;0;50;27;1;4;37;391;1;195;0;2;1;37;124;2;607;223;5;1;95;49;0;0;6;0;752;0;52;275;0;16;19;151;706;21;0;0;47;2140;139;2394;31;4;8;49;21;27;0;11;6;1;61;63;0;148;3186;2;0;1293;3;2;18;0;0;23;0;16;121;1237;2622;42;38;25;115;21;2;2;361;1884;494;0;43;23;430;6;209;110;8;9;0;13;11;2;72;759;1;79;265;131;1406;210;0;247;38;0;24699;1;600;3;13;31;24;139;39;173;19;3;36;1375;588;98;15;11706;1292;6;3;1;0;152;104;4;27;431;192;0;2;24;13;0;1;0;59;0;10;673;4;2165;0;16;25;1;4;0;138;25;71;223;91;1
MYKEW_GREGOROWITSCH;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;18;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0
GRIPHOOK;1;0;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;16;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;31;0;0;1;0;3;0;0;0;0;2;0;0;3;0;0;0;32;0;0;0;5;0;1;152;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;8;1;0;0;0;0;34;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;1;0;11;0;0
GRISELDA_MARCHBANKS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RUBEUS_HAGRID;17;1;2;11;1;1;0;56;0;2;1;628;0;3;0;0;0;1;16;5;0;0;7;23;2;1;64;8;6;0;4;0;5;0;73;18;0;0;11;1;42;0;4;0;27;0;0;0;1;3;1;2;3;0;0;1;2;0;0;0;21;29;10;0;0;0;0;33;50;5;1;0;1;0;0;0;0;0;0;0;5;23;5;0;5;0;0;0;1;3;9;0;4;114;0;0;0;4;0;3;0;30;15;0;1;6;0;0;48;1;1;44;30;0;1;6;0;1;0;0;61;5;0;0;0;3;104;2;0;651;0;0;20;0;1;0;2;0;0;0;0;1;3;0;0;0;6;3;0;5;3;6;0;173;0;10;2;0;58;18;0;1;0;19;2;0;0;0;69;0;4;27;0;220;0;0;3;50;15;2;1000;0;5;0;0;0;19;2391;0;0;5;0;0;0;5;58;0;2;0;0;0;11;5;0;184;52;1;0;16;8;0;0;0;0;48;0;12;6;0;5;2;13;173;4;0;0;2;58;30;106;0;0;3;21;3;0;0;10;1;0;19;17;0;4;472;0;0;39;0;0;1;0;0;4;0;1;2;10;180;11;20;79;7;76;0;0;10;45;24;0;9;2;18;0;52;17;1;1;0;0;0;1;61;90;0;22;3;5;253;13;0;10;0;0;699;1;20;0;3;12;0;22;1;6;0;0;1;11;45;195;1;623;218;0;0;2;0;12;40;0;5;14;2;0;4;1;1;0;0;0;38;0;0;11;0;148;0;6;10;0;0;0;1;3;10;14;42;0
HADRIAN_POTTER;0;0;0;1;0;0;0;0;0;0;0;54;0;0;0;0;0;0;10;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;12;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;8;0;0;0;0;0;3;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;79;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;37;0;0;0;0;0;1;0;1;0;0;0;0;0;0;8;2;0;0;0;0;1;0;258;44;0;0;0;0;5;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;5;1;0
