;ABERFORTH_DUMBLEDORE;ADALBART_SCHWAHFEL;NYMPHADORA_TONKS;ADRIAN_PUCEY;AGATHA_TIMMS;AGNES;AIDAN_LYNCH;ALASTOR_MOODY;ALBERICH_GRUNNION;ALBERT_RUNCORN;ALBUS_POTTER;ALBUS_DUMBLEDORE;ARCHIBALD_ALDERTON;ALECTO_CARROW;ALEXEI_LEWSKI;REGINALD_CATTERMOLE;ALFRED_CATTERMOLE;ALGIE_LONGBOTTOM;ALICE_LONGBOTTOM;ALICIA_SPINNET;ALIE_BADEEA;ALPHARD_BLACK;AMELIA_BONES;AMY_BENSON;AMYCUS_CARROW;ANDREW_KIRKE;ANDROMEDA_TONKS;ANGELINA_JOHNSON;ANTHONY_GOLDSTEIN;ANTIGONE_BUNGS;ANTONIN_DOLOHOW;APOLLYON_PRINGLE;ARABELLA_FIGG;ARAMINTA_BLACK;ARGUS_FILCH;ARIANA_DUMBLEDORE;ARKIE_ALDERTON;ARKIE_PHILPOTT;ARMANDO_DIPPET;ARNOLD_FRIEDLICH;ARTHUR_WEASLEY;BERTRAM_AUBREY;AUGUSTA_LONGBOTTOM;AUGUSTA_ROOKWOOD;AURORA_SINISTRA;AVERY_JR;AVERY_SR;RUPERT_BROOKSTANTON;MALCOLM_BADDOCK;LUDO_BAGMAN;MILLICENT_BAGNOLD;BATHILDA_BAGSHOT;BARTEMIUS_CROUCH_SR;BARTEMIUS_CROUCH_JR;BARNABAS_THE_BARMY;BARNEY_WEASLEY;THE_BLOODY_BARRON;BARRY_TROTTER;HETTY_BAYLISS;MARCUS_BELBY;KATIE_BELL;BELLATRIX_LESTRANGE;BENJY_FENWICK;BERNIE_PILLSWORTH;BERTHA_JORKINS;BERTIE_BOTT;BETTY_BRAITHWAITE;BILL_WEASLEY;BLAISE_ZABINI;MILES_BLETCHLEY;BOB_OGDEN;MELINDA_BOBBIN;BRODERICK_BODE;LUCIAN_BOLE;PIERRE_BONACCORD;LIBATIUS_BORAGE;MR_BORGIN;BORIS_THE_BEWILDERED;BOWMAN_WRIGHT;DAVID_BRADLEY;BRIAN_GAGWILDE;LAVENDER_BROWN;FRANK_BRYCE;MILICENT_BULSTRODE;CHARITY_BURBAGE;BELVINA_BURKE;EURIG_CADWALLADER;EDDIE_CARMICHAEL;CASSANDRA_TRELAWNEY;CASSIUS_WARRINGTON;CEDRIC_DIGGORY;CELECTSTINA_WARBECK;CHO_CHANG;CHARLIE_WEASLY;HERBERT_CHORLEY;CHUDLEY_CANNONS;CICERON_HARKISS;COLIN_CREEVEY;RITCHIE_COOTE;CORBAN_YAXLEY;CORMAC_MCLAGGEN;CORNELIUS_FUDGE;VINCENT_CRABBE;DIRK_CRESSWELL;DORIS_CROCKFORD;CUTHBERT_BINNS;HECTOR_DAGWORTH-GRANGER;DAMOCLES_BELBY;DAPHNE_GREENGRAS;DAVEY_GUDGEON;ROGER_DAVIES;DEAN_THOMAS;FLEUR_DELACOUR;PATRICK_DELANEY_PODMORE;DEMELZA_ROBINS;DENNIS_CREEVEY;PEREGRINE_DERRICK;DILYS_DERWENT;DRAGOMIR_DESPARD;DEXTER_FORTESCUE;DUDLEY_DURSLEY;DEDALUS_DIGGEL;IVOR_DILLONSBY;VASILY_DIMITROW;HAROLD_DINGLE;ELPHIAS_DODGE;DOLORES_UMBRIDGE;DORCAS_MEADOWES;DORIS_PURKISS;DRACO_MALFOY;DRAGOMIR_GORGOVITCH;MARIETTE_EDGECOMBE;EDWARD_LUPIN;EGBERT_THE_EGREGIOUS;EILEEN_PRINCE;ELDRED_WORPLE;ELEANOR_BRANSTONE;ELFRIDA_CLAGG;ELLADORA_BLACK;ELLIE_CATTERMOLE;ELOISE_MIDGEN;EMERIC_THE_EVIL;EMMELIE_VANCE;ENID_SMEEK;ERIC_MUNCH;ERNEST_PRANG;ERNIE_MACMILAN;EVAN_ROSIER;PROF_EVERARD;FABIAN_PREWETT;FAWKES;FENRIR_GREYBACK;DR_FILIBUSTER;FILIUS_FLITWICK;ORRTIZ_OFLAHERTY;MUNDUNGUS_FLETCHER;FLOREAN_FORTESCUE;FLORENCE_QUILEY;FRED_WEASLEY;FIRENZE;GABRIEL_GALE;GABRIELLE_DELACOUR;GALATEA_MERRYTHOUGHT;GARRICK_OLLIVANDER;MEROPE_GAUNT;GAWAIN_ROBARDS;GELLERT_GRINDELWALD;GEOFFREY_HOOPER;GEORGE_WEASLEY;GEORGI_ZDRAVKO;GIDEON_PREWETT;GILDEROY_LOCKHART;WILBERT_GIMPEL;GINNY_WEASLEY;GISELDA_MARCHBANKS;GLADYS_GUDGEON;GODRIC_GRYFFINDOR;GRAWP;GREGORY_GOYLE;GRAHAM_MONTAGUE;HERMINE_GRANGER;MYKEW_GREGOROWITSCH;GRIPHOOK;GRISELDA_MARCHBANKS;RUBEUS_HAGRID;HADRIAN_POTTER;HANNAH_ABBOTT;HARRY_POTTER;HARVEY_RIDGEBIT;HASSAN_MOSTAFA;HELENA_RAVENCLAW;HELGA_HUFFLEPUFF;HEPZIBAH_SMITH;HERBERT_BEERY;HESTIA_JONES;HORACE_SLUGHORN;OLIVE_HORNBY;HUGO_GRANGER-WEASLEY;HUMPHREY_BELCHER;IGNATIUS_PREWETT;IGNOTUS_PEVERELL;IGOR_KARKAROFF;IRMA_PRINCE;JACK_SLOPER;JAMES_POTTER;JANE_COURT;JIMMY_PEAKES;JOEY_JENKINS;JOHN_DAWLISH;JUSTIN_FINCH-FLETCHLEY;KASSANDRA_WABLATSCHKI;KENDRA_DUMBLEDORE;KENNETH_TOWLER;KENNETH_BRANAH;KINGSLEY_SHACKLEBOLT;KNUTBERT_MOCKRIDGE;KRAETZE;KRUMMBEIN;LADISLAW_ZAMOJSKI;LAURA_MADLEY;LEANNE;LEE_JORDAN;LILY_POTTER;LISA_TURPIN;LIVIUS;LOXIAS;LOUIS_WEASLEY;LUCIUS_MALFOY;LUCY_WEASLEY;LUNA_LOVEGOOD;MAFALDA_HOPFKIRCH;MAGDALENA_DURSLEY;MAGORIAN;MALKIN;MANDY_BROCKLEHURST;MARIETTA_EDGECOMBE;MARIUS_BLACK;MARLENE_MCKINNON;MARTIN_BECCLES;MARY_CATTERMOLE;MARY_MACDONALD;MYRTE;MAXINE_OFLAHERTY;MICHAEL_CORNER;MINERVA_MCGONAGALL;MIRIAM_STROUT;MISS_FAWCETT;MOLLY_WEASLEY;MORAG_MACDOUGAL;MORFIN_GAUNT;MORGANA;MR_BURKE;MR_OBLANSK;MRS_NORRIS;MULLET;MURIEL;NAGINI;NARZISSA_MALFOY;NEVILLE_LONGBOTTOM;FAST_KOPFLOSER_NICK;NICOLAS_FLAMEL;NORBERT;OLIVER_WOOD;OLYMPE_MAXIME;OSWALD_BEAMISH;OWEN_CLAUDWELL;PADMA_PATIL;PANSY_PARKINSON;PARVATI_PATIL;PATRICIA_STIMPSON;PEEVES;PENELOPE_CLEARWATER;PERCY_WEASLEY;PERKINS;PETER_PETTIGREW;PETUNIA_DURSLEY;PHINEAS_BLACK;PHINEAS_NIGELLUS_BLACK;PIERS_POLKISS;PIDWIDGEON;PIUS_TICKNESSE;POLIAKOFF;POMONA_SPROUT;POPPY_POMFREY;QUIGLEY;QUIRINIUS_QUIRELL;RABASTAN_LESTRANGE;REGULUS_BLACK;REMUS_LUPIN;RITA_KIMMKORN;RODDY_PONTNER;RODOLPHUS_LESTRANGE;ROMILDA_VANE;ROMULUS_LUPIN;RON_WEALSEY;RONAN;ROSE_GRANGER_WEASLEY;ROSE_ZELLER;ROSIE_WEALSEY;ROSMERTA;ROVENA_RAVENCLAW;RUBY;RUFUS_SCRIMGEOUR;SALAZAR_SLYTHERIN;SANGUINI;SAVAGE;SCABIOR;SCORPIUS_MALFOY;SEAMUS_FINNIGAN;SEIDENSCHNABEL;SELWYN;SEVERUS_SNAPE;SIRIUS_BLACK;STANLEY_SHUNPIKE;STEWART_ACKERLEY;STURGIS_PODMORE;SUMMBERBY;SUSAN_BONES;SYBILL_TRELAWNEY;TERENCE_HIGGS;TERRY_BOOT;THEODOR_NOTT;THORFINN_ROWLE;TIBBLES;TOFTY;TRAVERS;TREVOR;TROY;URQUHART;VAISEY;VERNON_DURSLEY;VERONICA_SMETHLEY;VICKY_FROBISHER;VIKTOR_KRUM;VINDICTUS_VIRIDIAN;VOLDEMORT;WAKANDA;WALDEN_MACNAIR;WILHELMINA_RAUE-PRITSCHE;WILKES;WILKIE_TWYCROSS;WILLY_WIDDERSHINS;WINKY;XENOPHILIUS_LOVEGOOD;ZACHARIAS_SMITH;DOBBY;HEDWIG;CORNELIUS_AGRIPPA
KATIE_BELL;5;0;1;123;0;0;0;19;0;0;0;63;0;0;0;0;0;0;21;334;0;0;3;3;0;4;33;490;10;0;2;0;0;0;3;0;0;0;0;0;10;0;1;16;0;0;2;0;1;0;1;0;2;0;0;0;0;0;0;1;0;34;0;0;0;2;0;39;38;14;0;0;0;2;0;0;0;0;0;3;8;46;10;1;0;0;1;0;0;22;13;0;31;29;0;1;0;22;9;4;15;3;10;0;0;2;0;0;13;0;13;58;25;0;37;23;0;0;0;0;5;1;0;0;0;1;17;0;0;144;0;0;7;0;1;0;0;0;0;0;0;0;1;0;0;0;7;0;0;1;1;4;0;7;0;0;0;0;201;0;0;5;0;4;0;1;0;0;184;0;1;7;0;159;0;0;0;0;6;181;197;0;2;0;21;0;23;262;1;0;0;1;0;0;1;10;0;0;0;0;0;1;5;8;17;7;8;0;0;9;0;0;5;0;12;0;0;0;0;1;86;103;25;2;0;0;0;7;2;54;0;1;0;1;1;0;0;0;2;0;5;0;0;4;87;0;0;23;0;0;0;0;0;0;0;2;0;6;40;1;1;0;315;1;0;0;20;15;8;2;2;35;64;0;4;0;0;0;0;0;0;0;3;21;0;0;1;1;76;1;0;3;9;0;168;0;21;0;0;5;0;0;1;4;0;0;0;0;39;1;15;98;20;0;1;0;0;26;0;7;13;13;8;0;0;0;0;0;0;7;0;0;9;4;0;44;0;2;0;0;0;0;0;1;4;2;1;0
BELLATRIX_LESTRANGE;5;0;6;6;0;0;0;34;0;1;0;185;0;30;0;1;1;0;67;15;0;35;25;42;16;1;754;9;0;0;96;0;2;0;12;29;0;0;2;1;19;1;5;17;2;0;92;0;0;5;2;1;61;0;0;0;1;0;0;0;34;0;4;1;1;1;0;20;37;2;13;3;1;0;0;0;5;0;0;0;1;8;41;1;10;5;0;0;3;3;8;3;1;9;0;0;0;3;0;44;9;11;29;2;0;3;1;0;25;0;4;12;17;0;0;1;0;1;0;0;15;0;0;0;0;1;11;0;0;943;0;7;13;0;2;0;0;0;2;0;0;0;2;0;0;1;2;22;0;5;2;250;0;5;0;7;1;0;56;0;0;0;0;9;2;0;8;0;70;0;5;4;0;178;0;0;14;0;20;6;1830;0;8;0;29;2;39;1015;0;0;8;6;0;2;1;40;0;1;0;4;0;16;5;0;123;11;1;0;7;0;0;1;0;0;43;0;0;0;0;1;0;8;206;1;0;0;6;801;1;51;8;0;0;3;19;0;3;2;1;0;13;2;0;3;171;0;0;107;0;0;11;0;0;2;0;1;42;1031;112;4;2;13;11;1;2;0;11;47;17;0;4;2;86;0;67;6;3;1;0;0;3;0;0;15;0;27;426;150;117;12;0;699;0;0;181;0;57;0;0;0;24;1;3;34;1;0;19;6;12;0;3;990;527;0;0;1;0;6;4;0;2;48;27;0;0;28;0;0;0;0;3;0;2;2;0;972;0;23;17;6;0;0;4;1;3;45;3;0
BENJY_FENWICK;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;2;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;6;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;11;0;0;0;10;0;0;5;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;0;21;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
BERNIE_PILLSWORTH;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;1;0;1;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;13;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;3;0;5;0;0;0;0;0;0;8;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;0;0;1;0;1;1;0;6;23;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;29;4;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0
BERTHA_JORKINS;0;0;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;5;0;0;0;0;0;1;0;0
BERTIE_BOTT;0;0;0;1;0;0;0;1;0;0;0;9;1;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;0;0;0;0;1;1;10;0;0;0;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;8;0;0;0;0;11;0;3;0;0;0;1;0;0;0;1;0;0;2;0;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;2;6;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;7;1;0;0;0;0;0;0;0;1;0;0;0;1;11;0;0;1;0;0;13;1;2;0;0;1;0;2;0;0;0;0;0;7;2;0;0;3;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BETTY_BRAITHWAITE;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;2;0;0
BILL_WEASLEY;8;0;12;4;0;0;2;103;0;2;1;149;0;16;0;1;0;0;11;5;0;2;6;7;27;6;391;84;5;0;30;0;4;0;4;5;0;0;0;0;322;1;2;3;0;0;5;0;1;1;1;1;1;0;0;0;3;2;0;2;39;20;2;9;0;3;0;0;36;0;10;4;0;0;0;0;0;1;0;1;5;29;7;1;0;1;1;2;2;2;13;2;7;1217;0;2;0;4;2;7;4;16;2;0;0;3;1;1;12;1;12;43;1433;0;5;5;0;0;0;0;26;5;0;0;0;2;9;0;0;670;0;0;73;0;1;0;0;0;1;0;0;0;4;0;0;0;11;32;1;9;1;70;0;15;0;20;4;0;362;1;0;22;0;12;0;2;4;2;534;2;8;1;0;557;0;0;4;0;1;2;583;0;14;0;33;1;22;939;4;0;2;2;0;1;12;11;0;12;0;1;0;2;3;0;67;4;5;0;15;0;1;1;1;0;96;0;2;0;0;2;0;27;54;0;0;0;32;59;12;65;3;1;0;1;0;0;0;7;3;0;11;0;0;7;60;0;0;377;0;0;1;0;0;0;1;25;6;26;65;1;0;0;50;4;2;0;3;10;6;0;1;15;553;0;13;8;1;0;0;0;1;0;3;34;0;2;4;4;288;12;0;5;3;0;714;0;15;0;2;0;0;3;6;3;0;4;1;6;18;1;2;320;159;1;1;0;0;2;4;0;5;10;4;0;1;2;2;0;0;1;3;0;4;13;0;135;0;0;0;9;1;0;4;1;7;11;3;1
BLAISE_ZABINI;0;1;1;122;4;0;9;13;0;0;5;159;1;1;0;0;0;0;72;22;1;0;15;29;4;11;48;23;21;0;1;0;0;0;14;0;0;0;1;3;22;0;1;1;8;0;5;0;2;0;242;2;3;0;0;0;6;0;0;2;38;37;0;0;0;3;1;36;0;33;3;6;1;1;0;0;1;0;0;0;8;220;4;46;0;0;0;1;2;32;19;3;35;93;0;1;0;14;1;7;56;4;413;0;0;12;0;0;1473;0;10;161;13;0;4;4;1;0;0;0;13;0;0;0;0;0;39;0;0;9932;0;0;5;0;3;0;0;0;13;0;5;0;0;0;0;0;32;5;1;12;0;27;1;24;0;4;6;0;151;11;0;2;0;4;3;1;22;0;136;0;1;20;0;1329;0;0;5;0;507;33;2701;0;0;0;50;4;70;3855;2;0;3;0;0;0;0;79;0;5;0;0;0;14;6;2;45;1;3;0;18;14;1;0;6;0;44;0;0;0;0;2;0;45;36;12;0;0;5;271;46;444;0;0;0;1;2;5;0;0;2;0;5;7;0;23;140;0;0;41;2;0;4;0;0;5;0;2;2;179;395;3;1;0;69;0;2;0;45;2520;80;0;6;6;24;0;11;5;1;0;0;2;1;0;6;56;0;16;13;11;91;14;0;7;10;0;1312;0;34;0;1;14;0;7;3;45;0;7;3;166;320;5;1;625;65;6;0;0;0;57;15;20;11;1566;5;0;0;4;0;0;13;16;1;0;1;24;0;201;0;1;4;1;0;0;2;5;29;21;3;0
MILES_BLETCHLEY;0;0;0;108;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;21;0;0;0;3;0;3;2;16;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;2;0;2;0;5;0;0;0;0;0;0;0;0;0;14;2;0;0;0;1;0;0;33;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;22;7;0;0;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;11;1;25;4;1;0;0;0;9;0;0;0;0;0;0;0;0;0;10;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;42;0;0;0;0;0;0;0;2;0;28;0;0;0;0;13;0;0;0;0;8;84;14;0;0;0;5;0;1;54;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;8;1;0;0;0;0;4;0;0;0;0;0;5;14;8;1;0;0;0;2;0;0;0;0;0;0;0;2;0;32;1;0;7;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;15;0;0;0;5;11;0;17;0;0;1;0;3;1;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;29;8;0;0;0;0;2;0;28;0;8;1;0;0;1;0;0;0;2;1;0;0;1;0;9;0;4;0;0;0;0;0;0;1;1;0;0
BOB_OGDEN;1;0;0;0;0;0;0;1;0;1;0;9;0;0;0;1;0;0;2;0;0;2;0;1;7;0;94;0;0;0;2;0;1;0;0;1;0;0;0;0;1;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;13;0;1;0;0;0;10;3;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;3;0;0;0;1;0;2;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;20;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;2;0;2;2;0;3;0;0;0;0;0;6;0;0;0;6;0;0;0;0;1;3;0;0;0;2;0;16;0;0;1;1;0;1;20;0;0;1;0;0;1;0;5;0;0;0;0;0;0;3;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;3;1;0;0;0;0;0;1;12;0;0;1;0;0;0;7;1;0;1;0;3;0;0;0;0;0;0;1;5;3;1;0;0;1;1;0;0;0;10;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;4;0;0;13;0;1;2;0;1;0;0;5;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;20;1;0;0;0;0;0;0;1;1;5;0;0;0;1;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;2;0;0;0
MELINDA_BOBBIN;0;0;0;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;1;0;0;4;6;0;1;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0;4;0;0;0;0;4;0;0;0;0;2;0;0;0;0;5;0;2;1;0;6;0;0;5;0;0;0;65;0;0;0;0;0;4;29;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;37;1;0;0;27;0;0;0;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;5;0;61;0;0;0;1;0;0;0;0;0;0;0;0;0;3;45;0;0;0;0;0;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;1;2;0;10;0;7;0;0;0;0;0;1;5;0;0;0;1;1;0;0;11;12;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;0;1;0;0;0;0
BRODERICK_BODE;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0
